Order_ID,Order_Date,Product,Quantity,Unit_Price,City
101133,2025-11-05,Earbuds,3,500,Nairobi
101134,,Power Bank,2,1200,Mombasa
101135,2025-02-20,Redmi Note 14 Case,two,200,Nakuru
101136,2025-12-07,Infinix Hot 40 Case,4,1200,Nakuru
101137,2025-10-27,Samsung A35 Case,3,800,Nakuru
101138,2025-04-02,Screen Protector,5,500,Eldoret
101139,2025-04-21,Samsung A16 Case,2,500,Kisumu
101140,2025-09-30,Charger,3,800,Mombasa
101141,2025-12-04,Samsung A35 Case,1,300,Eldoret
101142,2025-10-02,Screen Protector,5,1200,Nakuru
101143,2025-01-08,Samsung A16 Case,4,1200,Eldoret
101144,2025-05-25,Charger,5,800,Mombasa
101145,2025-05-27,iPhone 13 Case,3,1200,Nairobi
101146,2025-12-20,Screen Protector,3,2500,Nakuru
101147,2025-06-22,Power Bank,4,2500,Nairobi
101148,2025-05-29,Power Bank,3,800,Nairobi
101149,2025-01-05,Tecno Spark 20 Case,1,800,Nakuru
101150,2025-02-15,Redmi Note 14 Case,2,800,Eldoret
101151,2025-03-11,Screen Protector,1,500,Nairobi
101152,2025-05-27,Tecno Spark 20 Case,two,800,Nakuru
101153,2025-08-24,Tecno Spark 20 Case,4,2500,Nakuru
101154,2025-07-02,Earbuds,2,800,Mombasa
101155,2025-04-12,Earbuds,3,-200,Kisumu
101156,2025-08-04,Tecno Spark 20 Case,3,500,Mombasa
101157,2025-07-11,Charger,1,500,Kisumu
101158,2025-08-30,iPhone 13 Case,1,500,Kisumu
101159,2025-08-07,Earbuds,2,800,Eldoret
101160,2025-06-24,Infinix Hot 40 Case,4,1200,Mombasa
101161,2025-06-12,Tecno Spark 20 Case,1,800,Eldoret
101162,2025-12-03,Earbuds,1,200,Mombasa
101163,2025-08-13,Samsung A35 Case,3,2500,Kisumu
101164,2025-11-19,Redmi Note 14 Case,3,1200,Nakuru
101165,2025-01-13,Tecno Spark 20 Case,5,300,Nakuru
101166,2025-01-22,Earbuds,5,2500,Kisumu
101167,2025-06-20,,3,2500,Mombasa
101168,2025-10-25,Infinix Hot 40 Case,5,800,Kisumu
101169,2025-07-13,Samsung A16 Case,1,500,Eldoret
101170,2025-07-03,Samsung A35 Case,1,2500,Mombasa
101171,2025-10-30,Infinix Hot 40 Case,3,500,Eldoret
101172,2025-09-21,Screen Protector,2,200,Eldoret
101173,2025-11-23,Samsung A35 Case,3,200,Eldoret
101174,2025-10-19,Samsung A35 Case,1,1200,Mombasa
101175,,Earbuds,5,1200,Mombasa
101176,2025-08-20,Redmi Note 14 Case,5,800,Nakuru
101177,2025-05-08,Samsung A16 Case,1,200,Eldoret
101178,2025-06-13,Samsung A35 Case,3,300,Kisumu
101179,2025-07-10,Infinix Hot 40 Case,1,300,Mombasa
101180,2025-09-17,Infinix Hot 40 Case,3,500,Eldoret
101181,2025-03-13,Redmi Note 14 Case,3,2500,Nakuru
101182,2025-07-07,iPhone 13 Case,5,1200,Mombasa
101183,2025-10-17,Samsung A35 Case,5,-1200,Nairobi
101184,,Tecno Spark 20 Case,3,2500,Nakuru
101185,2025-01-16,Samsung A16 Case,2,200,Mombasa
101186,2025-06-11,Infinix Hot 40 Case,2,800,Mombasa
101187,2025-05-24,Redmi Note 14 Case,4,300,Mombasa
101188,2025-01-13,Power Bank,4,300,Kisumu
101189,2025-10-22,Infinix Hot 40 Case,3,2500,Kisumu
101190,2025-04-30,Infinix Hot 40 Case,3,2500,Eldoret
101191,2025-08-09,Infinix Hot 40 Case,5,200,Nairobi
101192,2025-08-21,Redmi Note 14 Case,5,1200,Mombasa
101193,2025-01-21,iPhone 13 Case,3,1200,Kisumu
101194,2025-10-02,Samsung A35 Case,1,200,Mombasa
101195,2025-08-02,Tecno Spark 20 Case,1,2500,Eldoret
101196,2025-03-15,,2,800,Kisumu
101197,2025-02-23,Charger,4,800,Mombasa
101198,2025-06-09,iPhone 13 Case,2,2500,Kisumu
101199,2025-06-27,Charger,4,2500,Eldoret
101200,2025-02-22,Infinix Hot 40 Case,4,-1200,Eldoret
101201,2025-02-28,Earbuds,2,800,Eldoret
101202,2025-04-29,Samsung A16 Case,2,300,Kisumu
101203,2025-09-05,Tecno Spark 20 Case,2,500,Kisumu
101204,2025-12-27,Redmi Note 14 Case,4,200,Eldoret
101205,2025-03-20,Redmi Note 14 Case,1,200,Eldoret
101206,2025-12-15,Redmi Note 14 Case,2,300,Nakuru
101207,2025-04-06,Power Bank,1,300,Mombasa
101208,2025-09-21,Power Bank,1,2500,Mombasa
101209,2025-11-21,Charger,4,200,Nakuru
101210,2025-11-16,Samsung A16 Case,5,800,Nakuru
101211,2025-05-19,Tecno Spark 20 Case,two,200,Nairobi
101212,2025-04-17,Power Bank,3,200,Nakuru
101213,2025-06-11,Infinix Hot 40 Case,4,-800,Kisumu
101214,2025-04-10,Power Bank,2,500,Kisumu
101215,2025-05-21,Redmi Note 14 Case,3,200,Mombasa
101216,2025-07-17,Screen Protector,4,500,Eldoret
101217,2025-07-05,earbuds,2,1200,Mombasa
101218,2025-11-12,Redmi Note 14 Case,3,200,Kisumu
101219,2025-04-30,Screen Protector,2,1200,Eldoret
101220,2025-08-23,Samsung A16 Case,5,1200,Eldoret
101221,2025-01-24,Samsung A35 Case,4,500,Nakuru
101222,2025-09-30,Power Bank,4,200,Nairobi
101223,2025-04-04,Samsung A35 Case,1,1200,Kisumu
101224,2025-12-06,Charger,3,500,Nairobi
101225,2025-05-20,Charger,5,300,Mombasa
101226,2025-04-11,Infinix Hot 40 Case,4,200,Nairobi
101227,2025-12-21,Power Bank,2,2500,Nakuru
101228,2025-08-15,Redmi Note 14 Case,4,200,Nairobi
101229,2025-01-13,Samsung A35 Case,2,1200,Kisumu
101230,2025-04-10,Earbuds,2,200,Kisumu
101231,2025-11-25,Samsung A16 Case,3,2500,Kisumu
101232,2025-04-10,Samsung A35 Case,5,1200,Nakuru
101233,2025-08-25,iPhone 13 Case,2,200,Nairobi
101234,2025-08-04,Infinix Hot 40 Case,4,300,Nakuru
101235,2025-01-03,Charger,4,2500,Nairobi
101236,2025-05-29,Charger,two,2500,Kisumu
101237,2025-03-06,Power Bank,4,1200,Mombasa
101238,2025-09-09,Earbuds,3,500,Eldoret
101239,2025-01-13,Infinix Hot 40 Case,1,200,Mombasa
101240,2025-04-28,Samsung A35 Case,2,1200,Nakuru
101241,2025-02-13,iPhone 13 Case,5,300,Mombasa
101242,2025-02-15,Samsung A35 Case,5,1200,Nairobi
101243,2025-04-12,Power Bank,2,2500,Eldoret
101244,2025-12-03,Samsung A16 Case,4,2500,Nairobi
101245,2025-05-18,iPhone 13 Case,3,200,Kisumu
101246,2025-04-21,Samsung A35 Case,1,800,Mombasa
101247,2025-07-01,Charger,4,1200,Nairobi
101248,2025-06-20,Samsung A35 Case,1,800,Nakuru
101249,2025-07-07,Redmi Note 14 Case,2,2500,Eldoret
101250,2025-11-17,Screen Protector,4,800,Nakuru
101251,2025-09-29,Tecno Spark 20 Case,1,800,Mombasa
101252,2025-07-05,Samsung A16 Case,4,500,Eldoret
101253,2025-06-30,Earbuds,2,500,Mombasa
101254,2025-06-24,Tecno Spark 20 Case,1,300,Nairobi
101255,2025-05-14,Earbuds,5,200,Eldoret
101256,2025-02-02,Screen Protector,2,800,Eldoret
101257,2025-11-09,Charger,4,500,Eldoret
101258,2025-05-15,Screen Protector,4,500,Kisumu
101259,2025-06-09,Earbuds,3,200,Nakuru
101260,2025-08-05,Earbuds,5,2500,Mombasa
101261,2025-02-28,Earbuds,4,500,Mombasa
101262,2025-06-06,Samsung A16 Case,2,300,Eldoret
101263,2025-07-24,Earbuds,4,800,Mombasa
101264,2025-08-06,Power Bank,4,300,Nairobi
101265,2025-04-14,Samsung A35 Case,1,1200,Eldoret
101266,2025-11-08,Screen Protector,4,300,Nairobi
101267,2025-11-27,Power Bank,4,2500,Kisumu
101268,2025-08-21,Charger,1,500,Nairobi
101269,2025-03-31,Redmi Note 14 Case,4,300,Nairobi
101270,2025-01-26,Earbuds,1,300,Nakuru
101271,2025-10-28,Samsung A16 Case,3,500,Kisumu
101272,2025-06-30,Infinix Hot 40 Case,4,800,Nakuru
101273,2025-11-17,Infinix Hot 40 Case,1,800,Kisumu
101274,2025-04-12,Infinix Hot 40 Case,4,200,Eldoret
101275,2025-02-16,Samsung A16 Case,1,2500,Nairobi
101276,2025-08-30,Infinix Hot 40 Case,2,200,Mombasa
101277,2025-01-05,Infinix Hot 40 Case,4,800,Eldoret
101278,,Screen Protector,3,2500,Mombasa
101279,2025-06-10,Charger,2,2500,Nakuru
101280,2025-08-14,Samsung A16 Case,5,300,Kisumu
101281,2025-10-04,Samsung A35 Case,5,2500,Nakuru
101282,2025-10-21,Tecno Spark 20 Case,2,2500,Kisumu
101283,2025-07-21,Redmi Note 14 Case,5,2500,Nairobi
101284,2025-01-03,samsung a35 case,5,800,Eldoret
101285,2025-08-23,Tecno Spark 20 Case,4,200,Mombasa
101286,2025-07-28,Earbuds,3,1200,Nairobi
101287,2025-02-19,iPhone 13 Case,3,800,Nakuru
101288,2025-03-11,Infinix Hot 40 Case,1,800,Kisumu
101289,2025-12-21,Infinix Hot 40 Case,4,500,Nairobi
101290,2025-03-31,Tecno Spark 20 Case,1,800,Nakuru
101291,2025-05-19,Charger,5,200,Kisumu
101292,2025-10-01,Infinix Hot 40 Case,3,2500,Nairobi
101293,2025-06-03,Earbuds,4,800,Nakuru
101294,2025-10-12,Samsung A35 Case,3,1200,Kisumu
101295,2025-12-20,Samsung A16 Case,1,500,Nakuru
101296,2025-10-26,Tecno Spark 20 Case,5,300,Nairobi
101297,,iPhone 13 Case,5,300,Nakuru
101298,2025-01-08,iPhone 13 Case,4,2500,Nairobi
101299,2025-11-17,Charger,3,200,Mombasa
101300,2025-07-06,Redmi Note 14 Case,4,300,Nakuru
101301,2025-12-08,Samsung A35 Case,5,2500,Nakuru
101302,2025-02-13,Screen Protector,1,1200,Kisumu
101303,2025-03-15,Samsung A16 Case,4,1200,Nakuru
101304,2025-06-05,Earbuds,2,500,Eldoret
101305,2025-08-04,Power Bank,2,800,Mombasa
101306,2025-12-26,Samsung A35 Case,2,500,Nakuru
101307,2025-10-05,iPhone 13 Case,5,500,Kisumu
101308,2025-12-15,Screen Protector,3,800,Nakuru
101309,2025-05-21,Redmi Note 14 Case,5,300,Eldoret
101310,2025-08-16,Earbuds,1,2500,Nakuru
101311,2025-09-05,Samsung A16 Case,3,300,Mombasa
101312,2025-05-09,Charger,1,1200,Nakuru
101313,,Earbuds,1,500,Nairobi
101314,2025-04-27,Samsung A16 Case,3,500,Nakuru
101315,2025-04-23,Infinix Hot 40 Case,3,300,Kisumu
101316,2025-07-25,Power Bank,1,300,Nairobi
101317,2025-06-22,Samsung A35 Case,4,1200,Nakuru
101318,2025-06-30,Samsung A35 Case,3,300,Kisumu
101319,2025-11-20,Tecno Spark 20 Case,1,300,Eldoret
101320,2025-09-14,Samsung A35 Case,2,300,Kisumu
101321,2025-12-31,Infinix Hot 40 Case,4,800,Mombasa
101322,2025-12-09,Earbuds,2,500,Eldoret
101323,2025-07-22,Power Bank,1,200,Nakuru
101324,2025-07-12,Earbuds,1,2500,Nakuru
101325,2025-12-20,Infinix Hot 40 Case,5,200,Eldoret
101326,2025-08-09,Samsung A16 Case,4,1200,Nairobi
101327,2025-09-13,Samsung A16 Case,3,500,Nakuru
101328,2025-05-29,Screen Protector,3,800,Nakuru
101329,2025-10-09,Earbuds,3,500,Mombasa
101330,2025-04-19,Samsung A35 Case,4,300,Eldoret
101331,2025-02-09,Screen Protector,5,1200,Eldoret
101332,2025-05-12,Tecno Spark 20 Case,2,800,Eldoret
101333,2025-08-30,Samsung A35 Case,4,1200,Kisumu
101334,2025-08-09,Earbuds,1,500,Nakuru
101335,2025-04-22,Infinix Hot 40 Case,4,2500,Nairobi
101336,2025-11-20,Tecno Spark 20 Case,2,500,Mombasa
101337,2025-07-14,Power Bank,3,1200,Kisumu
101338,2025-06-13,Screen Protector,2,1200,Mombasa
101339,2025-01-24,Earbuds,2,800,Mombasa
101340,2025-11-19,Infinix Hot 40 Case,2,200,Nairobi
101341,2025-06-30,iPhone 13 Case,4,1200,Nairobi
101342,2025-03-10,Charger,5,2500,Kisumu
101343,2025-06-18,Tecno Spark 20 Case,1,1200,Nairobi
101344,2025-09-06,Charger,4,2500,Nairobi
101345,2025-11-22,Power Bank,5,200,Mombasa
101346,2025-05-18,Samsung A16 Case,5,1200,Nakuru
101347,2025-07-31,Redmi Note 14 Case,3,500,Eldoret
101348,2025-12-08,Screen Protector,4,800,Nakuru
101349,2025-11-28,Tecno Spark 20 Case,3,800,Mombasa
101350,2025-08-27,Tecno Spark 20 Case,1,1200,Kisumu
101351,2025-12-09,Power Bank,2,300,Eldoret
101352,2025-01-30,Redmi Note 14 Case,5,200,Eldoret
101353,2025-04-22,Screen Protector,3,500,Nakuru
101354,2025-07-25,Charger,1,2500,Nairobi
101355,2025-02-16,Infinix Hot 40 Case,4,2500,Nakuru
101356,2025-08-01,Samsung A16 Case,5,200,Nairobi
101357,2025-09-29,Samsung A35 Case,3,300,Nakuru
101358,2025-07-21,Redmi Note 14 Case,3,300,Kisumu
101359,2025-09-12,Samsung A16 Case,1,200,Nairobi
101360,2025-05-19,Earbuds,2,2500,Kisumu
101361,2025-09-30,Earbuds,4,800,Kisumu
101362,2025-04-21,Tecno Spark 20 Case,1,500,Eldoret
101363,2025-12-23,Screen Protector,1,200,Mombasa
101364,2025-07-10,Samsung A16 Case,1,500,Mombasa
101365,2025-10-19,Redmi Note 14 Case,1,200,Mombasa
101366,2025-03-29,Screen Protector,2,500,Eldoret
101367,2025-07-17,Samsung A16 Case,1,300,Nairobi
101368,2025-06-16,Samsung A35 Case,5,2500,Mombasa
101369,2025-11-09,Tecno Spark 20 Case,1,300,Nakuru
101370,2025-09-08,Samsung A35 Case,1,1200,Nakuru
101371,2025-03-14,Screen Protector,5,2500,Mombasa
101372,2025-09-19,Screen Protector,4,800,Kisumu
101373,2025-09-02,Infinix Hot 40 Case,3,200,Kisumu
101374,2025-03-04,Charger,1,800,Eldoret
101375,2025-06-24,Charger,5,200,Kisumu
101376,2025-12-03,Redmi Note 14 Case,3,300,Nakuru
101377,2025-09-28,Infinix Hot 40 Case,4,800,Eldoret
101378,2025-12-05,Infinix Hot 40 Case,3,800,Nairobi
101379,2025-03-19,Screen Protector,2,200,Mombasa
101380,2025-09-27,Samsung A35 Case,2,1200,Mombasa
101381,,Power Bank,4,500,Eldoret
101382,2025-12-05,Infinix Hot 40 Case,1,200,Mombasa
101383,2025-06-17,Screen Protector,3,1200,Kisumu
101384,2025-07-12,iPhone 13 Case,5,500,Mombasa
101385,2025-12-02,Infinix Hot 40 Case,5,2500,Eldoret
101386,2025-05-27,Infinix Hot 40 Case,4,500,Kisumu
101387,2025-02-12,Samsung A35 Case,2,200,Nakuru
101388,,Samsung A35 Case,4,800,Kisumu
101389,2025-05-31,Infinix Hot 40 Case,2,2500,Nairobi
101390,2025-11-09,Samsung A35 Case,5,2500,Mombasa
101391,2025-04-24,iPhone 13 Case,3,500,Kisumu
101392,,Infinix Hot 40 Case,4,800,Kisumu
101393,2025-04-23,Charger,4,2500,Kisumu
101394,2025-02-22,Samsung A16 Case,3,1200,Kisumu
101395,2025-10-10,Power Bank,4,200,Mombasa
101396,2025-04-07,Earbuds,5,200,Nairobi
101397,2025-11-30,iPhone 13 Case,5,2500,Eldoret
101398,2025-02-28,Samsung A16 Case,1,2500,Nakuru
101399,2025-02-19,Samsung A35 Case,1,500,Eldoret
101400,2025-08-02,Tecno Spark 20 Case,5,500,Eldoret
101401,2025-02-16,iPhone 13 Case,4,200,Eldoret
101402,,samsung a35 case,4,2500,Mombasa
101403,2025-03-20,Redmi Note 14 Case,3,2500,Nakuru
101404,2025-09-05,Charger,4,1200,Nakuru
101405,2025-10-07,Infinix Hot 40 Case,2,300,Mombasa
101406,2025-12-27,iPhone 13 Case,1,300,Eldoret
101407,2025-03-03,Samsung A35 Case,5,300,Kisumu
101408,2025-01-17,Screen Protector,2,-2500,Nairobi
101409,2025-02-27,Charger,5,800,Kisumu
101410,2025-11-14,Screen Protector,1,1200,Eldoret
101411,2025-03-23,redmi note 14 case,2,800,Eldoret
101412,2025-08-07,Redmi Note 14 Case,1,800,Kisumu
101413,2025-03-12,Tecno Spark 20 Case,3,-500,Mombasa
101414,2025-09-23,,2,200,Kisumu
101415,2025-10-18,Power Bank,2,800,Kisumu
101416,2025-10-07,Infinix Hot 40 Case,2,2500,Mombasa
101417,2025-01-22,Power Bank,2,500,Kisumu
101418,2025-10-22,Tecno Spark 20 Case,3,1200,Nakuru
101419,2025-08-18,Redmi Note 14 Case,4,500,Eldoret
101420,2025-02-10,Screen Protector,4,800,Kisumu
101421,2025-03-25,Samsung A35 Case,3,300,Mombasa
101422,2025-11-05,Samsung A35 Case,2,2500,Kisumu
101423,2025-11-19,Earbuds,3,300,Mombasa
101424,2025-03-14,iPhone 13 Case,1,2500,Kisumu
101425,2025-08-21,Screen Protector,3,800,Nakuru
101426,2025-02-28,Earbuds,4,300,Nairobi
101427,2025-03-06,Screen Protector,3,300,Nairobi
101428,2025-09-23,Samsung A35 Case,5,500,Nakuru
101429,2025-05-30,Samsung A16 Case,3,1200,Nairobi
101430,2025-09-05,Power Bank,two,300,Nairobi
101431,2025-01-25,Redmi Note 14 Case,5,800,Eldoret
101432,2025-10-28,Screen Protector,4,200,Kisumu
101433,2025-05-17,Redmi Note 14 Case,4,500,Mombasa
101434,2025-05-18,Screen Protector,4,200,Nairobi
101435,,Power Bank,2,2500,Nakuru
101436,2025-06-25,Screen Protector,1,300,Mombasa
101437,2025-10-10,Tecno Spark 20 Case,2,500,Nairobi
101438,2025-09-01,Tecno Spark 20 Case,3,1200,Eldoret
101439,2025-05-07,Power Bank,1,800,Eldoret
101440,2025-09-28,Tecno Spark 20 Case,4,1200,Nakuru
101441,2025-03-14,Charger,3,300,Kisumu
101442,2025-09-05,Infinix Hot 40 Case,4,200,Kisumu
101443,2025-02-12,Power Bank,1,200,Nakuru
101444,2025-06-19,Earbuds,2,800,Kisumu
101445,,Tecno Spark 20 Case,1,1200,Nairobi
101446,2025-05-31,Charger,4,200,Nakuru
101447,2025-03-10,Samsung A35 Case,3,300,Nairobi
101448,2025-10-23,Charger,3,1200,Mombasa
101449,2025-11-14,Earbuds,2,200,Eldoret
101450,2025-11-27,Power Bank,2,2500,Kisumu
101451,2025-10-31,Redmi Note 14 Case,2,300,Mombasa
101452,2025-02-07,Samsung A16 Case,3,800,Mombasa
101453,2025-11-15,Earbuds,5,2500,Nairobi
101454,2025-12-24,Samsung A16 Case,1,500,Nairobi
101455,2025-08-26,Charger,3,2500,Mombasa
101456,2025-07-28,Redmi Note 14 Case,1,1200,Mombasa
101457,2025-04-17,iPhone 13 Case,1,200,Kisumu
101458,2025-10-11,Infinix Hot 40 Case,1,2500,Kisumu
101459,2025-02-06,iPhone 13 Case,1,300,Kisumu
101460,2025-02-25,Samsung A35 Case,3,1200,Eldoret
101461,2025-09-15,Samsung A16 Case,5,300,Nairobi
101462,2025-12-29,Power Bank,3,800,Kisumu
101463,2025-08-18,Power Bank,2,800,Mombasa
101464,2025-04-24,Power Bank,4,500,Kisumu
101465,2025-02-06,Earbuds,4,300,Nairobi
101466,2025-12-20,Power Bank,3,300,Kisumu
101467,2025-07-04,Tecno Spark 20 Case,5,800,Nakuru
101468,,Power Bank,5,500,Nairobi
101469,2025-11-06,Charger,4,800,Nakuru
101470,2025-07-26,Samsung A35 Case,1,500,Eldoret
101471,2025-08-30,Samsung A35 Case,1,200,Kisumu
101472,2025-04-12,Infinix Hot 40 Case,5,1200,Nairobi
101473,2025-05-13,Tecno Spark 20 Case,1,300,Nairobi
101474,2025-12-14,Power Bank,5,300,Mombasa
101475,2025-04-19,Redmi Note 14 Case,4,500,Eldoret
101476,2025-10-18,Screen Protector,4,1200,Mombasa
101477,2025-05-09,Screen Protector,4,800,Eldoret
101478,,Infinix Hot 40 Case,2,200,Kisumu
101479,2025-10-04,Redmi Note 14 Case,5,300,Nairobi
101480,2025-02-21,Infinix Hot 40 Case,1,1200,Mombasa
101481,2025-11-07,iPhone 13 Case,5,800,Eldoret
101482,2025-04-20,,2,200,Nairobi
101483,2025-12-28,Power Bank,2,200,Mombasa
101484,2025-08-01,Infinix Hot 40 Case,5,200,Kisumu
101485,2025-01-06,Charger,3,1200,Nairobi
101486,2025-02-04,Charger,1,2500,Eldoret
101487,2025-09-18,Screen Protector,2,200,Eldoret
101488,2025-03-17,Redmi Note 14 Case,3,2500,Nakuru
101489,2025-11-09,Tecno Spark 20 Case,1,1200,Nairobi
101490,2025-08-27,Tecno Spark 20 Case,5,1200,Mombasa
101491,2025-06-09,Redmi Note 14 Case,4,1200,Kisumu
101492,2025-09-04,Samsung A35 Case,5,300,Nairobi
101493,2025-05-14,Redmi Note 14 Case,4,300,Nairobi
101494,2025-04-04,Screen Protector,1,2500,Nairobi
101495,2025-07-28,Redmi Note 14 Case,3,300,Nairobi
101496,2025-05-02,Samsung A16 Case,2,800,Mombasa
101497,2025-04-25,Charger,4,300,Mombasa
101498,2025-07-20,Screen Protector,2,800,Kisumu
101499,2025-01-11,Tecno Spark 20 Case,3,2500,Nakuru
101500,2025-06-01,Screen Protector,3,1200,Mombasa
101501,2025-05-17,iPhone 13 Case,1,2500,Mombasa
101502,,iPhone 13 Case,3,300,Mombasa
101503,2025-06-24,Tecno Spark 20 Case,2,200,Kisumu
101504,2025-12-20,Infinix Hot 40 Case,3,1200,Mombasa
101505,2025-09-03,Samsung A35 Case,1,300,Eldoret
101506,2025-04-03,Screen Protector,5,200,Kisumu
101507,2025-09-02,Samsung A16 Case,5,1200,Mombasa
101508,2025-10-22,iPhone 13 Case,2,200,Eldoret
101509,2025-03-12,Screen Protector,5,1200,Eldoret
101510,2025-10-09,iPhone 13 Case,1,500,Mombasa
101511,,Charger,2,200,Mombasa
101512,2025-04-13,Charger,5,200,Nakuru
101513,2025-08-29,Power Bank,1,500,Nairobi
101514,2025-01-25,Screen Protector,3,1200,Kisumu
101515,2025-07-26,Samsung A35 Case,5,1200,Nakuru
101516,2025-10-09,Redmi Note 14 Case,4,200,Nairobi
101517,2025-11-06,Samsung A16 Case,4,200,Kisumu
101518,2025-04-30,Redmi Note 14 Case,1,1200,Nairobi
101519,2025-03-27,,1,500,Nakuru
101520,2025-12-30,Charger,3,2500,Mombasa
101521,2025-08-21,Samsung A16 Case,5,500,Nakuru
101522,2025-05-27,Samsung A16 Case,2,200,Kisumu
101523,2025-09-28,Samsung A35 Case,3,500,Nakuru
101524,2025-06-30,Power Bank,1,300,Kisumu
101525,2025-02-17,Power Bank,2,2500,Nairobi
101526,2025-01-06,Charger,4,200,Nakuru
101527,2025-12-26,Earbuds,4,800,Mombasa
101528,2025-04-26,Earbuds,1,200,Nakuru
101529,2025-06-22,Redmi Note 14 Case,2,300,Mombasa
101530,2025-11-29,iPhone 13 Case,5,2500,Kisumu
101531,2025-12-01,Screen Protector,4,1200,Mombasa
101532,2025-05-03,Samsung A35 Case,2,1200,Mombasa
101533,,Tecno Spark 20 Case,3,500,Nairobi
101534,2025-07-01,Power Bank,3,2500,Kisumu
101535,2025-05-12,Samsung A35 Case,3,800,Mombasa
101536,2025-11-27,Infinix Hot 40 Case,2,-500,Mombasa
101537,2025-04-06,Redmi Note 14 Case,3,2500,Mombasa
101538,2025-08-23,iPhone 13 Case,2,2500,Kisumu
101539,2025-09-13,Power Bank,two,200,Kisumu
101540,2025-12-14,Screen Protector,4,300,Kisumu
101541,2025-11-13,Earbuds,1,800,Eldoret
101542,2025-05-16,Redmi Note 14 Case,1,300,Nakuru
101543,2025-11-10,Redmi Note 14 Case,5,1200,Mombasa
101544,2025-11-14,Tecno Spark 20 Case,2,800,Kisumu
101545,2025-07-28,Charger,3,1200,Mombasa
101546,2025-07-30,Power Bank,4,1200,Mombasa
101547,2025-02-28,iPhone 13 Case,4,200,Nairobi
101548,2025-08-08,Redmi Note 14 Case,5,300,Mombasa
101549,2025-08-03,samsung a16 case,3,1200,Nairobi
101550,2025-03-05,Power Bank,2,800,Eldoret
101551,2025-09-02,Tecno Spark 20 Case,2,800,Mombasa
101552,2025-06-19,Samsung A16 Case,5,1200,Nakuru
101553,2025-09-24,Redmi Note 14 Case,3,200,Eldoret
101554,2025-02-09,Earbuds,5,500,Eldoret
101555,2025-04-04,Earbuds,4,300,Nakuru
101556,2025-10-27,Earbuds,3,200,Eldoret
101557,2025-08-06,Power Bank,2,300,Kisumu
101558,2025-12-12,Samsung A35 Case,2,2500,Mombasa
101559,2025-08-12,Charger,1,2500,Eldoret
101560,2025-10-21,Screen Protector,1,500,Nakuru
101561,2025-06-15,Earbuds,3,2500,Mombasa
101562,2025-03-02,Redmi Note 14 Case,1,2500,Mombasa
101563,2025-06-22,iPhone 13 Case,4,1200,Kisumu
101564,2025-04-20,Redmi Note 14 Case,5,500,Mombasa
101565,2025-12-22,Samsung A35 Case,2,1200,Mombasa
101566,,Charger,4,2500,Mombasa
101567,2025-12-06,Screen Protector,2,1200,Eldoret
101568,2025-12-06,Power Bank,4,200,Eldoret
101569,2025-01-28,iPhone 13 Case,1,1200,Nairobi
101570,2025-03-04,Samsung A35 Case,5,1200,Nairobi
101571,2025-04-06,Samsung A35 Case,3,1200,Mombasa
101572,2025-11-12,Redmi Note 14 Case,2,2500,Kisumu
101573,2025-08-05,Screen Protector,3,1200,Eldoret
101574,2025-04-14,Tecno Spark 20 Case,5,-2500,Kisumu
101575,2025-09-15,Tecno Spark 20 Case,3,200,Nairobi
101576,2025-07-01,Screen Protector,5,2500,Eldoret
101577,2025-06-25,Power Bank,3,800,Nakuru
101578,2025-05-20,Samsung A35 Case,3,1200,Kisumu
101579,2025-10-14,Power Bank,3,1200,Mombasa
101580,2025-12-31,Infinix Hot 40 Case,3,500,Eldoret
101581,2025-12-17,Samsung A16 Case,5,1200,Mombasa
101582,2025-10-18,Redmi Note 14 Case,4,500,Kisumu
101583,2025-07-06,Redmi Note 14 Case,5,500,Nairobi
101584,2025-10-31,Power Bank,5,500,Eldoret
101585,2025-03-27,Earbuds,2,-200,Mombasa
101586,2025-12-22,Redmi Note 14 Case,3,300,Mombasa
101587,2025-12-21,Earbuds,3,1200,Nakuru
101588,2025-12-07,iPhone 13 Case,5,300,Nairobi
101589,2025-12-05,Screen Protector,1,800,Nairobi
101590,2025-03-02,Screen Protector,5,500,Nairobi
101591,2025-06-20,Power Bank,2,300,Kisumu
101592,,Samsung A35 Case,3,200,Kisumu
101593,2025-10-03,Screen Protector,3,500,Nairobi
101594,2025-04-20,Power Bank,2,800,Nakuru
101595,2025-07-16,Redmi Note 14 Case,3,-1200,Nairobi
101596,2025-02-20,Infinix Hot 40 Case,5,800,Kisumu
101597,2025-02-19,Tecno Spark 20 Case,4,2500,Eldoret
101598,2025-04-23,Screen Protector,2,800,Nairobi
101599,2025-06-15,Power Bank,1,2500,Kisumu
101600,2025-07-22,Power Bank,3,1200,Kisumu
101601,2025-06-04,infinix hot 40 case,2,500,Mombasa
101602,2025-10-04,Samsung A16 Case,4,1200,Kisumu
101603,2025-12-09,Tecno Spark 20 Case,1,500,Eldoret
101604,2025-12-11,Redmi Note 14 Case,1,2500,Nairobi
101605,2025-12-05,Redmi Note 14 Case,1,800,Nairobi
101606,2025-07-12,Redmi Note 14 Case,4,2500,Nairobi
101607,,Infinix Hot 40 Case,2,200,Nairobi
101608,2025-04-03,Earbuds,2,800,Kisumu
101609,2025-04-22,Charger,1,500,Mombasa
101610,2025-02-12,iPhone 13 Case,4,2500,Eldoret
